ngram,log_prob
ief,-9.594279075158873
dpl,-9.594786098583393
wst,-9.595773537889364
yfi,-9.595822593203804
sbr,-9.597417631000233
myo,-9.597998276104095
bse,-9.598381366389436
tsy,-9.59865705347833
miz,-9.599118227076021
kat,-9.600528242079848
cyc,-9.602357004400751
nys,-9.602852056474603
sro,-9.603937203857644
ogo,-9.604467561067374
oxi,-9.605683496883136
eid,-9.60680055847053
dru,-9.606834008861009
ffa,-9.606865153333876
chp,-9.607192805822121
sve,-9.607950047559237
yla,-9.608407440703543
emy,-9.60966982191605
msi,-9.610661654138159
lap,-9.611724016772476
daf,-9.612662197246772
nke,-9.614250643725125
idd,-9.615512282802117
gmo,-9.615850928768454
lyn,-9.616362024147763
lpe,-9.616964264336316
lbu,-9.618101005021298
rbi,-9.619098903681431
rcr,-9.619915470094433
yfa,-9.620937409131288
eft,-9.621063762457474
chh,-9.62158104158088
dcr,-9.621629038050223
awh,-9.622218060354662
oop,-9.624008333916885
kso,-9.624551794648204
rug,-9.62477254986679
rsl,-9.625691320940085
cod,-9.626516819725783
nai,-9.627339468382942
iaa,-9.627355951808859
lpo,-9.628834678158738
soo,-9.629471616347729
uis,-9.632450553897373
abs,-9.63253694662813
yti,-9.633830178893788
pis,-9.6346315901792
joi,-9.635079996741991
bep,-9.63593941130095
kon,-9.636397909501715
oct,-9.636425235980065
ldc,-9.636728253502143
acu,-9.637241810465945
fhi,-9.637282240498806
nya,-9.637855571579895
dbo,-9.637941242622183
spu,-9.638318520501334
fca,-9.64003890183991
elc,-9.64101716888221
nau,-9.643075846070303
hso,-9.64405709003122
fwh,-9.644502557408101
yte,-9.644943430151576
lyu,-9.64776698402708
dta,-9.648257388103415
via,-9.651257930981737
arw,-9.652325703245946
tgo,-9.652464537054254
owc,-9.652998321258703
gec,-9.653368031149393
rbr,-9.657185474324006
eyt,-9.661089393405778
dcl,-9.662099453272814
edy,-9.662610354439185
noc,-9.662795757826256
gde,-9.662815275972033
tda,-9.663034881366423
job,-9.665231146157593
neb,-9.666061803960291
sph,-9.666582081004245
fed,-9.667098953471962
dju,-9.66831379776643
fse,-9.668370223975684
tby,-9.669307855591995
tfa,-9.669386440571255
utd,-9.669404859819124
eyh,-9.669468715838558
ydr,-9.669789285546482
ogn,-9.671850262140698
seq,-9.672308287002709
ypi,-9.672998182646403
gus,-9.674180735507383
hly,-9.674541081641015
fti,-9.675341218003226
cog,-9.676072766818539
aln,-9.677171094453186
yun,-9.677403778088655
lno,-9.680850860164776
lsp,-9.681221073638065
cth,-9.68419146464189
hli,-9.6844594450373
yad,-9.685054244116873
tbo,-9.68511411770877
fto,-9.685261322196029
hmo,-9.686638358863894
ipe,-9.68679078588975
gol,-9.688054825997218
iar,-9.688519083497027
buy,-9.690119983750122
gur,-9.690137535197804
plu,-9.690535032599556
kis,-9.69136062655964
hac,-9.693066669983812
lib,-9.693090560174438
tfe,-9.693822631074612
fde,-9.693862897943289
ahi,-9.693886807163755
mpi,-9.694079360146311
sdu,-9.69708951222082
esg,-9.697808094031462
itb,-9.698236457783276
ejo,-9.698623280043273
stn,-9.698895156453727
ewt,-9.700652121155017
ysc,-9.701153954250287
dnt,-9.701235082233529
poo,-9.701320020143333
yet,-9.703227316986311
tau,-9.703642760039427
hfo,-9.704572096825602
obo,-9.705911045798121
ctw,-9.708404073310748
rtf,-9.709827437417289
fso,-9.712395634933552
mba,-9.713576965433626
utf,-9.713814426069225
vac,-9.714185490971962
bir,-9.714484754311162
mco,-9.715444799418337
iag,-9.715811324730371
aho,-9.716640038418632
gns,-9.716656774184703
iec,-9.716683809475413
ued,-9.716690246557123
apl,-9.716986397117081
yim,-9.718832231817709
eyr,-9.721024069427258
nva,-9.7226532980653
gew,-9.722948629116713
deg,-9.72420346291869
gbe,-9.724212542866985
gex,-9.724867813896896
lll,-9.725122252620727
dbr,-9.726733469112634
bol,-9.726768580947082
upl,-9.72712627172527
seg,-9.728640394822529
ibr,-9.730212925159607
itd,-9.730607097162054
uge,-9.731644172024959
gpa,-9.736656595643945
byc,-9.738274679626013
hle,-9.739677998322716
ekn,-9.740410717838587
nsy,-9.740857729494047
rdr,-9.741826280688546
unl,-9.742115444380316
rup,-9.745617125046072
utm,-9.745823878461552
ilm,-9.746510712620763
owm,-9.746773372357199
gpo,-9.748712289137048
agn,-9.749857483536234
fhe,-9.75078017891053
sht,-9.750794831735162
pil,-9.750872095634044
lps,-9.750882753192052
udo,-9.753119355024522
atn,-9.753515983553722
alv,-9.754791067729654
ewr,-9.754886028966148
mbo,-9.756114650374776
pwi,-9.756446824672897
lip,-9.757419872923599
mys,-9.757653223558124
ryl,-9.758260995408822
yna,-9.758593883552086
rym,-9.758609993853954
ghs,-9.759289547899277
dag,-9.759520647760974
uag,-9.760290918314567
ofv,-9.760777852481812
lua,-9.761063128474813
rau,-9.763657219582601
moo,-9.764461743316923
lvi,-9.76537233761689
yba,-9.765719770839192
hwi,-9.765726531437613
ceh,-9.769124778700172
ybo,-9.771053189120178
izi,-9.771074938889088
tge,-9.772525083953642
irf,-9.773579322867704
upi,-9.774941671663733
nyp,-9.77539347016383
yap,-9.775641978093468
thn,-9.776247121006936
fch,-9.776812980814553
cio,-9.777344962280228
mwi,-9.778157840282448
utp,-9.78075691068667
chf,-9.784081379091182
ssy,-9.784774336372541
dfu,-9.78774308801383
rko,-9.78860320082183
ntg,-9.78903907085644
fav,-9.789937700886984
cir,-9.790644433304559
cey,-9.792082998040081
lav,-9.792946853388319
rnt,-9.79363068917763
odt,-9.794614175178936
sju,-9.794750576332156
gad,-9.795803439632403
tax,-9.796259188451616
gdi,-9.797148984861321
omu,-9.798809357437051
usb,-9.799062355854016
tju,-9.800588692446578
tgr,-9.800675502013046
otc,-9.801130675487512
kyo,-9.801427700337506
sri,-9.80188602021776
map,-9.80240065398727
ums,-9.803207493220974
adr,-9.8034138679547
oim,-9.804939834977429
csa,-9.80662729029754
ayh,-9.807723761546102
mob,-9.80814547604036
afi,-9.808337351525047
ldl,-9.80989346657922
rui,-9.810260961385424
tfu,-9.8103585115337
lwh,-9.810427792055508
cca,-9.810786996605147
ngv,-9.811316139067168
uel,-9.811815827303255
pel,-9.811922025527295
udg,-9.81372912302049
osc,-9.813758914332354
hha,-9.814106545231303
aig,-9.814563615419404
llg,-9.814830572900911
lyg,-9.815215514720501
oya,-9.81524108806058
fpe,-9.816293002997964
olt,-9.816677085486532
ehu,-9.817815974538068
egl,-9.81854126844569
gsu,-9.819165813068883
hoc,-9.820264703300444
adb,-9.82082460253321
nfu,-9.822516201497226
dna,-9.824179128990233
cab,-9.824365503307817
pta,-9.824514627775404
awo,-9.825043912357106
ygo,-9.825372525290625
sks,-9.827323465104195
tym,-9.828697727194355
icy,-9.828906550031979
nyc,-9.829693267515637
gly,-9.832078813371583
oap,-9.832726331074474
upd,-9.833128349850405
arf,-9.833953138707818
wai,-9.834894518347374
dsf,-9.838810014364977
hwe,-9.839767627681745
tty,-9.840437628842897
yab,-9.841106621218161
axi,-9.841224725168729
psy,-9.841628716963127
tcl,-9.842856277825703
fdi,-9.843354446227147
psi,-9.843753452079412
icd,-9.844149692334856
kwi,-9.844424667142754
beu,-9.844506589150122
tbr,-9.846638920393131
isv,-9.847425045905695
mom,-9.847599661366944
ifo,-9.84925929577655
lwe,-9.851379700492512
eol,-9.8514238927465
kep,-9.851758344113096
hhe,-9.852575052176531
byp,-9.853219749489877
usw,-9.85365814496947
sos,-9.853920979180185
ymi,-9.854034698534234
pso,-9.854067192153671
atg,-9.854273994473548
ctf,-9.854333088706706
dog,-9.855177039837196
naw,-9.855898879969125
lwo,-9.856480576956928
sye,-9.857278925794809
dol,-9.857437486479057
rmu,-9.859321391078769
lpi,-9.86035831024445
uea,-9.860776055659228
asg,-9.86172369106757
nka,-9.862722878845354
fmo,-9.863019402296349
lty,-9.863981100684962
dyt,-9.864631703261376
tyb,-9.86513486745805
rgu,-9.866236142253706
kid,-9.866295947646975
azi,-9.867142577557253
lki,-9.867555681952812
teh,-9.868395887875144
wof,-9.869013387411407
yta,-9.869839814526255
wsa,-9.869920844142623
ssr,-9.86994035225312
lpy,-9.87128282380334
ypl,-9.871811898101017
gup,-9.872014884406154
soh,-9.872770054422983
rkt,-9.873441461105367
ayn,-9.874371034329485
pus,-9.87464540095134
nbr,-9.87506765049201
gun,-9.8752818594884
pou,-9.875829658760079
cst,-9.876302244636443
agu,-9.877248086929596
dav,-9.877486955359583
dss,-9.877647240849551
gwa,-9.879257569089962
ymp,-9.879736324335491
uwa,-9.880084929614783
dos,-9.88103891035727
omc,-9.882293057481565
dew,-9.883883499354406
tna,-9.88619917568277
ayc,-9.886409680483208
xim,-9.886505795235141
dgo,-9.88667516275467
aul,-9.88738040616156
utb,-9.887591159789821
bem,-9.888073922423594
utl,-9.888174782022533
neh,-9.88830622040181
cof,-9.889385891344721
gpe,-9.891370875960387
rdw,-9.891642279463158
dcu,-9.893425867248878
htb,-9.896190414217296
eyd,-9.896695842964144
xpr,-9.896725128677883
sie,-9.89697023748661
lss,-9.897344953851526
bul,-9.897448295408575
pda,-9.898462225849071
vas,-9.898537887444132
lba,-9.898666061984056
usf,-9.899100124296577
sir,-9.899481822269944
lsf,-9.899573018650592
dsm,-9.899597751306047
mwh,-9.90227093509145
lfr,-9.902415090630875
seu,-9.903586155386535
noi,-9.905899739356741
nyw,-9.906634243988197
kou,-9.908451035312353
dfe,-9.908719314986161
nsd,-9.913230000119114
zes,-9.913940115530949
cci,-9.913980888012665
meh,-9.914857898702042
kly,-9.915529904806789
wns,-9.915850365770632
yri,-9.917540767914817
nye,-9.91823662820408
gdo,-9.919352274149519
hyd,-9.920328697316426
gsh,-9.920915956647757
mbr,-9.921753239477082
dau,-9.922597551018097
okn,-9.922997820295496
nqu,-9.92439764887092
npu,-9.925669326626045
fpa,-9.926012099983216
fab,-9.926779004671374
zon,-9.926925148461239
rsy,-9.928160280735272
umo,-9.928718736865237
rmt,-9.929274320293851
dti,-9.92964381883121
otw,-9.929674085536641
sdr,-9.930931759865981
oly,-9.932299621403338
xpo,-9.932310801842043
gwe,-9.932534436870611
yaf,-9.933530219661279
isy,-9.933874098894282
ouf,-9.937306569041372
chl,-9.937579492616438
obr,-9.938665502792867
gbu,-9.939241116408034
sod,-9.942391953115939
fme,-9.943203821612018
cya,-9.94459020170216
ryh,-9.946561586517753
amu,-9.94698129057584
heq,-9.946982911396251
etf,-9.947942898497178
fsu,-9.949022362571032
hhi,-9.949111693748566
icf,-9.949423603336303
bov,-9.950135511409956
gch,-9.951984286716392
nsr,-9.952557840992467
tcr,-9.952603478755767
yhi,-9.953950730631382
chb,-9.95409110579239
mre,-9.955285090928571
yge,-9.956707973404686
jur,-9.957109035816192
owy,-9.957205642229459
etb,-9.957800222719674
ftr,-9.95829679629037
hse,-9.95929888830263
tyr,-9.960755433199454
ntn,-9.96076200641688
ube,-9.960952648519779
gif,-9.961424479636012
gtr,-9.962454403453467
dov,-9.962642075692685
ksi,-9.96298458600016
hoa,-9.963544711351085
rsr,-9.963767201111294
obj,-9.963798518459047
fid,-9.963806760029362
gsp,-9.966222818080997
hwh,-9.967666324414466
hbo,-9.968108225589715
aqu,-9.969594246582977
roi,-9.969604193961345
icm,-9.97001046311444
etp,-9.97017301700224
kab,-9.970330619977448
bru,-9.970587815009857
igg,-9.971137272413758
fiv,-9.971672079746389
hsa,-9.973048613393727
kne,-9.973093532277717
pse,-9.973914072798621
ygr,-9.97400232516047
ybr,-9.975233674910198
aws,-9.977201313820013
fem,-9.97834127700331
nro,-9.978608905349425
hoh,-9.979876093959287
oui,-9.979984976332092
sga,-9.980440735833017
zet,-9.980492692199737
imo,-9.981139858939848
edv,-9.983675553113592
ksh,-9.983690685814771
idg,-9.984309641347103
nra,-9.986391333321382
nri,-9.986505985924122
cry,-9.987349423691308
tsg,-9.987383176003345
jun,-9.988582121750298
htf,-9.989696233809275
ewy,-9.98973514026716
cot,-9.99008198210653
yby,-9.991345164409779
uip,-9.992297839260361
gya,-9.99368609666051
nyi,-9.994584908980547
lcu,-9.995390958819021
fex,-9.995474321712203
gep,-9.995855497746973
tga,-9.996412207690792
shu,-9.997749918462533
tid,-10.001903949748055
aof,-10.00246061150478
ndk,-10.0045804736501
dqu,-10.004583907491984
ryr,-10.0046817769428
uco,-10.005349948881937
nmy,-10.007601657751195
fon,-10.008144270522454
ufa,-10.00824248906223
ulo,-10.008247658726297
emw,-10.008961328813475
tpu,-10.009106193615203
keo,-10.01013637348735
xpa,-10.010784014499272
bym,-10.01092396005895
amt,-10.012002716274786
omh,-10.012476768827371
yro,-10.012758884837769
bey,-10.014116924065855
egy,-10.014428979281357
nob,-10.014909387898062
box,-10.01560526222452
htw,-10.015903890446758
dsl,-10.016496202051236
chd,-10.016546590782937
blu,-10.017229695441836
hde,-10.017789737337866
thg,-10.017854110073426
nym,-10.01901178659822
zer,-10.02020568340087
rue,-10.021132153016215
fru,-10.021486567001643
odr,-10.022734125339152
bud,-10.023596443909957
lgo,-10.025282999070663
ocl,-10.026501960648924
tvi,-10.027483470936566
yot,-10.02826023142762
stg,-10.028455395062396
eym,-10.028726225722787
geb,-10.030833823094516
mph,-10.031650235316924
lmi,-10.032262540913594
ifa,-10.032349035033372
eks,-10.033608459909471
htl,-10.034536821418202
omw,-10.035464274811126
kem,-10.036153341790367
taw,-10.037178077363544
ncu,-10.037224197424715
cup,-10.03734482918046
jac,-10.038637211230784
itn,-10.039374688151415
nup,-10.039870791792126
usd,-10.040196326815364
oou,-10.04198955736269
sah,-10.042699189489236
uly,-10.045236942360503
ios,-10.045353179530958
ssb,-10.047634159944561
kag,-10.048663557031201
fpo,-10.048790960310303
ndj,-10.048925558870302
erk,-10.05120751623385
rqu,-10.052152368434784
msw,-10.052980973363757
itp,-10.053316213000151
wnl,-10.054010480274043
ifu,-10.056817705026244
yfe,-10.057007666898755
aur,-10.05730987109156
eah,-10.059912241150586
mps,-10.059928572643603
pco,-10.06156488794031
suf,-10.063036405970008
lpl,-10.064172902187451
bso,-10.064264023508263
wro,-10.064643177343536
etm,-10.064818219919442
joh,-10.06511732188626
rkw,-10.065436584265179
nkt,-10.066877268592798
nnu,-10.068556118591093
ipm,-10.068578083016048
rdp,-10.068892959466258
yee,-10.069398433615424
otm,-10.070646730201178
chy,-10.0723264140446
gba,-10.072545072201008
rmy,-10.072749073756537
sva,-10.074119351456737
ptu,-10.074839269369319
fho,-10.075749574863607
wca,-10.07657029694219
hdi,-10.07661273459805
ohn,-10.077358455046522
ubj,-10.077622543863155
kec,-10.077938433969278
uga,-10.078661107560212
nuf,-10.079874747091775
eyi,-10.080554362274277
upw,-10.080589559289574
dpu,-10.081049086614522
ddu,-10.08449299018426
rtl,-10.085145976410105
ycr,-10.086218468399395
htr,-10.086322799830638
jan,-10.087687562691228
tey,-10.088598440463274
rph,-10.089063531991023
ldp,-10.08999436448036
fmi,-10.090112182160441
yev,-10.090119663116731
gsc,-10.090293611129159
imt,-10.090312317018336
max,-10.090613530010938
tiz,-10.090849325222019
eeo,-10.091294867930351
odc,-10.0915888850585
rby,-10.094898319959865
hpa,-10.0950505471282
adl,-10.095674732839948
mol,-10.096154417273228
kle,-10.096896029466645
arv,-10.097376300235581
otp,-10.09970181030698
ssd,-10.10003986475963
luc,-10.100162650252583
ddl,-10.1003742544779
xer,-10.101432947771277
dys,-10.101641037152092
lph,-10.101669416331992
wso,-10.101737529649876
eob,-10.101788617683082
fap,-10.103409652091132
cac,-10.103527165581628
tib,-10.10361815325286
fwa,-10.104712549277357
ipi,-10.105120646307615
adj,-10.106064652744537
eut,-10.106241396833811
gev,-10.106720473365943
shm,-10.107176950209572
ggr,-10.108180029002998
orv,-10.10831715018215
dga,-10.10950632199942
icb,-10.110454479601962
syn,-10.111191496397682
unf,-10.111418821007696
ewc,-10.111888916449548
uls,-10.113164637849744
irb,-10.113304358389751
pid,-10.11444007250342
hbe,-10.114539724488111
yif,-10.11524332004365
lho,-10.115279759453067
msc,-10.11612399109896
fts,-10.116776840425327
lbo,-10.118832256611105
bad,-10.119704536928328
rpu,-10.120664346427803
meg,-10.120689414038042
noo,-10.121767916163085
leu,-10.122615713437764
dye,-10.123238017451415
ewp,-10.124528309009946
vot,-10.12527965003404
ayl,-10.12574080366256
sbi,-10.125913306514613
eil,-10.12595207529567
dfl,-10.12599472269089
lgr,-10.128308159310384
ctc,-10.128566618255231
afu,-10.129402694810768
coi,-10.130395227543653
wni,-10.131486203334793
fbe,-10.131675296924012
fne,-10.132777429613347
ypt,-10.13298628895905
wet,-10.133324069742534
gpl,-10.133857331726462
ogl,-10.13409963990848
yra,-10.135294452102382
kor,-10.135359024345538
ulf,-10.136300687321334
mum,-10.136567098026353
rtp,-10.136743438261577
ayp,-10.136892372013769
ldm,-10.137106013095604
ueo,-10.138106224988551
mix,-10.139867852032316
fta,-10.139891439997736
dmu,-10.140764586092784
usm,-10.141063676231335
utn,-10.142635368763177
daw,-10.145197119574531
ltt,-10.145805957227411
rah,-10.147232642010852
iac,-10.14732967507643
igr,-10.14949854218846
ldf,-10.149631523419448
fwe,-10.150117948689797
zen,-10.150183485280587
onj,-10.151666156586057
ckw,-10.151946640571962
uve,-10.152002348883258
iai,-10.152163522546239
rtc,-10.154073716168114
kar,-10.154492494180012
yel,-10.154891493495036
iru,-10.154999250610603
dya,-10.156760929174471
elm,-10.157126836603975
sgi,-10.157282837852302
bia,-10.16048423172922
iot,-10.160807344208287
haf,-10.161351452641838
dyi,-10.1628568217063
byi,-10.163649608594804
irw,-10.166114478411657
eew,-10.166643311962526
tyd,-10.167420922475415
beo,-10.167437087030587
ska,-10.167722030210602
tyh,-10.171999860310455
otl,-10.173257112780606
wco,-10.173917854482093
hib,-10.17471946262411
pfo,-10.175267122815674
yam,-10.17666919599391
ckp,-10.17724853246588
ofj,-10.177356685247094
hlo,-10.179215474995589
maz,-10.180131842236587
pab,-10.181641177565805
sbl,-10.181817449336338
hio,-10.18301733256861
lfe,-10.185271258629621
pts,-10.185623058004742
wwh,-10.18619731228755
ffr,-10.186860481891731
imb,-10.187264365776485
mca,-10.187895245503494
dry,-10.188018994096012
ael,-10.188072623242228
oea,-10.188869148289243
gsw,-10.189143745659994
lro,-10.19041241426552
skn,-10.191589540909442
aml,-10.194103586580672
fad,-10.195179114481968
odd,-10.196305713560998
eyf,-10.19661356651788
rej,-10.197862590880105
syc,-10.199401033479443
six,-10.199653497350806
eoc,-10.19965558409466
adh,-10.200601327121403
opy,-10.200636836000193
ysw,-10.201462250452105
upr,-10.201472703104205
lga,-10.203136066095535
rsn,-10.203636662527877
wre,-10.204949037191604
hqu,-10.205091699223393
fsa,-10.206380775843714
hra,-10.20712895010233
taa,-10.207181511470369
gti,-10.207381269868508
mle,-10.207917660853592
tum,-10.20978148830365
icw,-10.209787812274344
tmu,-10.210190520757854
jud,-10.210776951856351
gir,-10.21196352221646
owr,-10.212231856926529
lge,-10.212301593480875
rut,-10.213557683780008
fei,-10.214770863762073
adc,-10.21564831894417
ipo,-10.219323333223764
owb,-10.219574491640062
gwo,-10.220445520819236
hex,-10.221694822779781
eyb,-10.222930736141414
bye,-10.224722211508896
ghb,-10.22480566386888
mbu,-10.227919772773074
ppa,-10.227926212496724
dsb,-10.229892265951301
hsi,-10.231224501839995
syt,-10.231775994222481
owf,-10.231976416402775
xin,-10.232549888793724
gsy,-10.233669754440585
tce,-10.233836007095343
pok,-10.236789976230718
ggl,-10.23942041821068
cky,-10.2405175753804
eos,-10.241324373403907
xci,-10.241565886977165
hce,-10.242358286945482
nod,-10.243484836478634
wse,-10.243705065015693
elu,-10.243992961584295
wif,-10.244479520672094
sru,-10.247938067508752
viv,-10.249461256988825
aby,-10.251228431693196
fau,-10.252499213988834
rok,-10.255233126428712
doy,-10.25581347427857
tkn,-10.256131374023617
nur,-10.256405202030425
fft,-10.256732127191773
gbo,-10.25821789001282
nid,-10.259612800366934
lpt,-10.263724697563923
kew,-10.264630608639596
hyp,-10.264735275326402
msu,-10.2675654248671
fof,-10.267592225776546
coc,-10.268121690973228
bis,-10.270215487525961
ouk,-10.270522319466213
gfi,-10.27073290096315
rfl,-10.271268515414238
gda,-10.273144305489895
ouv,-10.27479863623427
dil,-10.2749943699156
msh,-10.275500755447846
ppy,-10.275849748044864
hsc,-10.27593757826685
mir,-10.276009649851982
dsy,-10.277046253311063
gee,-10.277411574008063
mha,-10.277801847847638
uer,-10.278318687463951
kli,-10.27870931555598
hch,-10.279158839553787
ckc,-10.281103833054154
gfa,-10.282265848205027
ewm,-10.282458515296158
fwo,-10.282773662664168
aka,-10.285821427688491
dce,-10.286765801849148
cso,-10.287264518063777
otf,-10.288000521779297
odf,-10.288520380152404
rsk,-10.28877356694288
kup,-10.289293827449958
ogs,-10.289713884255118
tcu,-10.289990213463161
esv,-10.29088138136332
lur,-10.292086863593482
tqu,-10.292634041690707
hne,-10.293754515660678
lsy,-10.29420397448314
byd,-10.295514519970025
hpe,-10.295799348925273
nah,-10.29596936615716
wno,-10.296392237043055
uei,-10.296635928650234
kha,-10.298320403122132
olf,-10.298430959659246
xac,-10.29856226142429
fno,-10.29874426957369
tdr,-10.299166010679302
ksw,-10.299424213222188
eyp,-10.299449575996324
sko,-10.299458798982773
lva,-10.300081547306487
rdl,-10.300379219580742
kas,-10.301323588476597
hda,-10.301536136676166
sfl,-10.301543068356372
cyt,-10.304277896057034
shr,-10.305499646139747
wem,-10.305564600636824
oev,-10.306181878877178
rtb,-10.306483694883147
omd,-10.306794892905138
lak,-10.307845320493179
dgi,-10.308047631254825
ctm,-10.308636192936444
rkf,-10.310063671792859
yvi,-10.31031771107709
mli,-10.311488523922783
rjo,-10.313247317465718
gop,-10.313375903105685
hif,-10.313806200742647
gia,-10.314234343533636
nyd,-10.316748405909902
xec,-10.317534614675909
rpi,-10.317738895414706
lub,-10.31777646882964
voc,-10.31946873534234
rbl,-10.319511078718902
eum,-10.319722822500308
roy,-10.321321758453777
nja,-10.321456100689646
tva,-10.321967709143525
soy,-10.321988933581343
fgo,-10.322654194260664
wwe,-10.322902010821036
hsu,-10.323537173593989
rdu,-10.323908068506233
pun,-10.323929334167506
keh,-10.32443748167357
cpr,-10.324896217887014
veu,-10.32547348402746
ayr,-10.327733703951345
agg,-10.328042096257265
cyo,-10.328557086152776
byr,-10.329609249061942
odw,-10.330153578011695
apy,-10.331735952831615
dbl,-10.332002704606381
vig,-10.333032271373686
erj,-10.334827012691997
kco,-10.334987072894087
mss,-10.335596491658908
zea,-10.335742329251078
haw,-10.335895362050609
fda,-10.336876284387586
bag,-10.337051037369902
wdo,-10.337486855913456
gaf,-10.338589222758538
yss,-10.339764821309512
fwi,-10.342830269167314
kma,-10.342878429560697
gyt,-10.343393891006443
sjo,-10.34350472583375
wma,-10.343538460610935
obt,-10.344319497839098
hau,-10.34482605169178
fix,-10.345629827792905
mhe,-10.34601142514471
gav,-10.346018672072917
byo,-10.346748465056764
hid,-10.34683549578592
eww,-10.346879013991042
oog,-10.347575562957815
oys,-10.34955175724856
ixe,-10.351114162797055
fyi,-10.35150514590598
kie,-10.352866278967554
amw,-10.353160624494835
urk,-10.353968695512751
sky,-10.355525829093862
pad,-10.355611188181303
wsi,-10.356169860361396
dmy,-10.357583792095761
mwa,-10.35759845470903
ptt,-10.357713319285043
yag,-10.360672571180555
fsp,-10.36144748557413
hyt,-10.363407066782187
dbi,-10.363736496134862
oam,-10.365661154499241
ayd,-10.365690717775742
byh,-10.365895221036803
nmu,-10.366062797050168
ckf,-10.36612687765373
hla,-10.366587886087009
ysm,-10.367547563669547
jew,-10.36907656118979
dyn,-10.369410336675719
wnf,-10.369756591928654
fha,-10.37002873376076
lfu,-10.370637610006915
ypu,-10.371938282204155
hsh,-10.372372215819123
okt,-10.373464081528867
gim,-10.373491393452138
lsb,-10.374499973923479
odp,-10.375206088557206
msp,-10.375586702145727
ugu,-10.376206441999278
civ,-10.376659667628727
otu,-10.377347369014041
ctp,-10.377955731018158
hsp,-10.379081178602137
ckb,-10.379548199330612
oav,-10.380347885496425
ubt,-10.381180738465993
nsn,-10.381874060947526
kre,-10.38233988313209
bew,-10.38297635658958
idw,-10.38374116155772
wav,-10.384007099655925
feb,-10.384230441936424
dph,-10.386843988119486
noa,-10.387878727506601
lcl,-10.388980100553647
ckh,-10.389118803279882
hoe,-10.389323109603874
dib,-10.389555211871192
ldd,-10.390191246268778
mex,-10.390297291343083
elb,-10.391416499777929
psw,-10.39179574831415
yop,-10.393278725979386
beb,-10.393843645506045
nko,-10.395611396066887
eao,-10.395999857497934
oue,-10.396032870981404
unk,-10.396482470730902
exh,-10.397946975819673
oem,-10.398843008136785
ggi,-10.399135920052625
irg,-10.400211515110712
irh,-10.401158077768692
ffs,-10.402711257884482
hag,-10.402926031771871
eka,-10.402982289699139
htc,-10.403834216884032
lsm,-10.40418235995387
rae,-10.405022498113796
rox,-10.405540251690043
tub,-10.405953108730698
ymu,-10.40641488993158
arh,-10.407118233150982
mno,-10.408372129257323
ubm,-10.408431265634825
uru,-10.408904482593053
yye,-10.409123163894229
eje,-10.409388218276963
lax,-10.410825366481019
ngj,-10.411155326321714
bta,-10.411812992867226
csi,-10.412006506547312
uab,-10.41219489583239
usr,-10.412484000461886
aor,-10.412943642362462
hfr,-10.413052128006303
ofk,-10.413791176682778
rdc,-10.415957200470842
udd,-10.418608352628217
tve,-10.419653102853841
eey,-10.419829934754777
lhi,-10.419842938334662
hya,-10.422024730872888
moc,-10.422264549654454
eja,-10.422405339642953
adw,-10.422426199104937
myt,-10.423156554533556
xed,-10.423211352700179
emf,-10.423255715320243
yfu,-10.423746444977208
teu,-10.423926613631222
htn,-10.424496055515215
cqu,-10.424971709613894
soe,-10.425727471681585
owp,-10.426609480205522
iap,-10.427130675719324
mde,-10.427319315912296
tmy,-10.427473922602358
deh,-10.428173882389803
bsc,-10.430805075874545
hpo,-10.431094351635254
ahu,-10.431817907351009
diu,-10.431828435661636
lri,-10.432570961071951
kwh,-10.432921350653423
ogu,-10.432950335740598
ffl,-10.433498575588171
shc,-10.435150382528224
idl,-10.43593237972541
lpu,-10.436913382462839
myf,-10.436929255646682
gcl,-10.437074771573657
elw,-10.437609393658873
etl,-10.43943243227799
hmi,-10.439896671908249
iwo,-10.44101438350372
xan,-10.441848835245626
lsl,-10.442537649488496
igo,-10.442979378518872
rek,-10.443061891711048
hug,-10.443533145881517
goe,-10.44576196305214
gyi,-10.446560319388409
ukn,-10.447471598060877
toj,-10.447551808962116
ysb,-10.44767213737862
ghp,-10.448067986319275
osm,-10.448814641459519
coh,-10.449052939105114
oml,-10.449261830934722
tfl,-10.449288615094572
aon,-10.450006697951459
ldu,-10.450229193901208
dey,-10.450907710041996
eyl,-10.454070352152016
myc,-10.457121542784492
ngk,-10.457321326802436
ecy,-10.457766934936622
xic,-10.459194216802127
lka,-10.460160409604322
rdf,-10.460211857803444
bun,-10.461040809389756
xcl,-10.46138505326961
mam,-10.461930122508255
cty,-10.463246563964056
ckn,-10.463352497462365
byf,-10.464581058949827
emc,-10.464632735092732
tav,-10.465783901285768
aru,-10.467034540051005
wag,-10.46765908240314
jul,-10.470628944740293
ius,-10.471554216776038
doa,-10.47183634865402
jes,-10.47250501769873
ceu,-10.472691447782505
aar,-10.473174134160924
mwe,-10.473582954254226
ysl,-10.473942524804606
mie,-10.473991941549755
sgu,-10.474255538774724
ilw,-10.47503850262119
aks,-10.476320039320374
aas,-10.479122585766003
dvo,-10.480246359776544
gfu,-10.48024912244788
byl,-10.480763112096502
geh,-10.482608465415936
upf,-10.483264981499921
kal,-10.483930247436787
byb,-10.484113273185693
shs,-10.48467920101726
nbi,-10.484829059068664
msf,-10.485081648458198
mey,-10.485095528845351
