ngram,log_prob
cnd,-14.804022695411014
djd,-14.80423122424088
fuh,-14.805274521153457
gmh,-14.805274521153457
tln,-14.80548331121581
nzm,-14.8061099430901
hgt,-14.806318907671365
kcs,-14.806318907671365
njb,-14.807364386072917
flr,-14.807992198168456
fln,-14.808201556485981
jhu,-14.808829894552522
ajb,-14.809249006042311
gdt,-14.809668293260195
lxi,-14.809668293260195
rzb,-14.809668293260195
dhw,-14.810297553899732
gft,-14.810927210757558
vsv,-14.81113718451161
lmk,-14.812397953747746
bmr,-14.812608236578928
qle,-14.81281856363828
fbm,-14.813028934944409
dws,-14.813660314529733
pnd,-14.813660314529733
fmf,-14.81471350051439
tvg,-14.8155568486563
qaw,-14.815767796869297
kgd,-14.815978789590831
uvt,-14.816400908634668
wld,-14.816400908634668
lxx,-14.816612034994577
khn,-14.81682320593824
lvm,-14.817456986460142
xls,-14.817456986460142
uxk,-14.81787973007244
fyk,-14.818091168914544
ihl,-14.818091168914544
bmy,-14.818302652472484
ajg,-14.818514180765183
cwc,-14.819784291012132
pbt,-14.819784291012132
tfw,-14.820208019832032
yzh,-14.820208019832032
plf,-14.820631928274157
xeo,-14.820631928274157
bpp,-14.82105601649086
dfv,-14.82254174317825
kgw,-14.823179159538938
sqr,-14.824029680534288
tbn,-14.824029680534288
tgf,-14.82424242386027
pgd,-14.824455212455604
jps,-14.82466804633956
lnr,-14.82466804633956
lmj,-14.825093850050486
yrp,-14.825732895764002
jcr,-14.826585592468833
lgt,-14.827225592490677
kmb,-14.827439016885895
hux,-14.828079563507563
qsh,-14.828079563507563
spk,-14.831288465608603
ynk,-14.831717098276975
brb,-14.831931483528091
amx,-14.832145914750098
waq,-14.832145914750098
nuz,-14.832789484438727
pvd,-14.832789484438727
grm,-14.833433468576041
nuy,-14.83601356031048
xom,-14.836228868740637
fhd,-14.837090566338118
frw,-14.837737327166957
lsx,-14.837953007098777
wrc,-14.838384506566097
aej,-14.839680123244852
twc,-14.840328561611893
trv,-14.840544801206205
mcv,-14.841193800688153
gkm,-14.841410227482635
khp,-14.841410227482635
bsj,-14.84205978905143
mgw,-14.84205978905143
iuk,-14.842493064621467
kuz,-14.842493064621467
sgg,-14.842709772824719
gtl,-14.844445131177789
bkh,-14.844662262869011
hbm,-14.844662262869011
vfe,-14.845096667741178
aqo,-14.845966044018494
avw,-14.847053828309376
lhv,-14.847271527232625
lpj,-14.847271527232625
oqi,-14.847271527232625
uul,-14.847271527232625
tkp,-14.849014826867853
ybp,-14.849232953163844
rws,-14.849451127049294
evj,-14.849669348544978
jmc,-14.849669348544978
kvs,-14.849669348544978
iyt,-14.849887617671676
ejt,-14.850324298901324
zve,-14.850542711045907
gbd,-14.851416836975693
ppj,-14.851416836975693
dnv,-14.852072933226674
jbi,-14.852072933226674
wrs,-14.852072933226674
bhs,-14.85294839837342
nzp,-14.853167384468678
wpt,-14.85338641852935
fxt,-14.853824630631017
dfn,-14.854043808714085
gbw,-14.854263034846719
icx,-14.855140420294536
udj,-14.855359886991346
ojs,-14.856238235752253
izd,-14.856897503988415
ydf,-14.85755720714593
vpu,-14.85777720494684
wct,-14.85777720494684
uuu,-14.858217345799016
gdw,-14.858437488892916
tnl,-14.858437488892916
hhp,-14.859318546218631
vhs,-14.859759366150831
jfk,-14.859979849009182
fgc,-14.860420960617569
twp,-14.86086226689128
wuk,-14.86086226689128
jbo,-14.8615245916754
ymh,-14.86174546412246
frr,-14.862187355424393
mwt,-14.862187355424393
mfm,-14.862408374322408
fxs,-14.86373551453047
izp,-14.86373551453047
yez,-14.863956875903815
ovk,-14.864399745707333
kbp,-14.864621254180937
azb,-14.864842811731418
mxa,-14.866395090566229
okq,-14.866839041738892
xix,-14.866839041738892
tbf,-14.867283190091742
yxr,-14.867283190091742
bgb,-14.868616819984892
plr,-14.869284302488259
qof,-14.870174972776487
sxy,-14.870397764355886
bqs,-14.87151246740298
njn,-14.871735557197546
jrg,-14.871958696772277
xni,-14.872181886149388
adx,-14.872405125351118
bpt,-14.873522069508343
jdo,-14.873969196723484
rcz,-14.874416523950805
tfb,-14.875311779158316
cnp,-14.875759707497272
iux,-14.876431976430155
gdd,-14.87665616654431
twu,-14.876880406930942
lww,-14.877104697612605
jgr,-14.877329038611864
uaq,-14.877553429951298
dwt,-14.878002363741105
ejh,-14.878451499162983
wbc,-14.878451499162983
yej,-14.878451499162983
jpo,-14.878676142542565
nvb,-14.878676142542565
wlr,-14.878676142542565
brd,-14.879350375628
fkl,-14.879350375628
xxl,-14.880025063610415
rfy,-14.880250060798899
nmv,-14.881150556132148
ruu,-14.881375806724384
fkw,-14.88160110806588
glg,-14.882728376813365
guw,-14.8829539831313
ewx,-14.883631107635221
ycw,-14.885665236486675
fuf,-14.886117827578357
svd,-14.886117827578357
tck,-14.886344199961892
zzp,-14.886797098520358
krt,-14.887023624741737
pks,-14.889291713715847
vfl,-14.889518805802664
rlk,-14.889973144747328
lgc,-14.890200391652066
nnz,-14.8904276902097
hhd,-14.890655040443713
sjd,-14.890882442377608
ozb,-14.891109896034907
jsu,-14.891564958613863
txx,-14.891564958613863
ahz,-14.892703521870185
lnl,-14.892703521870185
uaj,-14.893387282580585
tzn,-14.893615306752135
qsi,-14.894299691403006
szk,-14.894527923744521
dlh,-14.89498454475702
cuv,-14.89521293347561
lvt,-14.896127010321706
qac,-14.896355660145499
vbl,-14.896355660145499
umz,-14.897041923468784
jph,-14.897270782606983
ejn,-14.897499694133678
ucf,-14.897728658072857
zgo,-14.897728658072857
mlg,-14.897957674448529
qap,-14.897957674448529
hqa,-14.899103543715652
guv,-14.900250727505568
bnf,-14.900480322271816
izk,-14.900709969763927
nqw,-14.900939670006121
sfg,-14.900939670006121
aoj,-14.90116942302264
hhr,-14.901629087475689
wym,-14.90185899896078
gdh,-14.902088963317318
mxt,-14.902549050742044
hlw,-14.903009349944648
ktm,-14.903009349944648
sjb,-14.903009349944648
jno,-14.903700196258825
guf,-14.904391520171599
aqb,-14.904622067723052
wiu,-14.904622067723052
rbj,-14.904852668438936
bft,-14.906006470343792
btn,-14.9066993910321
qor,-14.906930471333535
yrb,-14.906930471333535
wdl,-14.907161605045415
vts,-14.908086674491587
ivk,-14.908549530320263
fxp,-14.908781038597718
kww,-14.908781038597718
dnl,-14.909012600483667
xij,-14.910635036811284
jko,-14.91179553363411
cmv,-14.912027794696588
uhd,-14.912027794696588
tlf,-14.912724901730744
dsx,-14.913422495062138
efx,-14.913422495062138
nzf,-14.913887827783423
snn,-14.913887827783423
yuw,-14.913887827783423
ncj,-14.914120575369719
ayx,-14.914353377140063
bnd,-14.914353377140063
snz,-14.914353377140063
whs,-14.914586233119692
lxl,-14.914819143333858
tuu,-14.91505210780783
wfp,-14.91505210780783
vki,-14.91691777999078
wcd,-14.91691777999078
grb,-14.917151233943049
prl,-14.917618305413473
vcd,-14.917851922982576
prk,-14.918085595141601
luy,-14.918786939413483
krh,-14.919020830187558
vru,-14.919254775679326
hzw,-14.921831794793208
eqh,-14.922066398899856
fmh,-14.922066398899856
mjc,-14.923240245730266
tkt,-14.923710170550944
dxh,-14.924180316304785
jrc,-14.924180316304785
qig,-14.924885949639956
rvw,-14.926534366356094
lcv,-14.92677007643379
szc,-14.927713472730174
gpn,-14.92794946093186
pdh,-14.928185504837122
dlw,-14.929366560838352
xue,-14.929366560838352
dlf,-14.930075864568291
lvc,-14.930075864568291
nwm,-14.930075864568291
iqt,-14.931022386172321
ohf,-14.931022386172321
wum,-14.931259156624476
ygb,-14.93173286577592
pgw,-14.93220679943408
rhn,-14.93220679943408
cff,-14.932443850519698
wxd,-14.93291812133722
xax,-14.933629949579402
kiz,-14.933867338304553
ejw,-14.934579842787848
lck,-14.934579842787848
rxx,-14.935055127967898
lmx,-14.93553063915137
mnv,-14.935768479561577
hzu,-14.937434948224828
pku,-14.939820445539276
qte,-14.939820445539276
uhm,-14.940298228634843
agk,-14.94077624011622
mjp,-14.94077624011622
bbd,-14.94101533156984
ykj,-14.941493686039617
qlo,-14.941732949110504
oxk,-14.942211647061244
xih,-14.942211647061244
ckz,-14.944128733677623
dwc,-14.944608580135965
scj,-14.945088656957475
kzi,-14.945328781823559
bze,-14.947733207122361
lrr,-14.948696598333674
svy,-14.949178642209
sxo,-14.950384769481017
swl,-14.95062616960289
ubk,-14.950867628012851
ubz,-14.951109144739059
nbj,-14.95159235325293
kcc,-14.951834045097007
ikg,-14.952075795370154
pmv,-14.952075795370154
hlf,-14.952317604100626
gbg,-14.952559471316706
kll,-14.952801397046686
duj,-14.95304338131889
ckx,-14.955223878851518
qlc,-14.955951769214847
xja,-14.956437323970684
ygs,-14.956680189788514
klt,-14.95716609844725
tuy,-14.95716609844725
vtt,-14.95716609844725
btg,-14.957409141345517
vdu,-14.958381904068139
wtc,-14.958381904068139
aez,-14.958625242675009
iue,-14.95959918967189
ilz,-14.961794044839076
gcg,-14.96203821527125
jga,-14.96203821527125
jrm,-14.96203821527125
ixx,-14.962282445337184
sxf,-14.96301549362902
yhp,-14.963504491193776
pnb,-14.963993727994142
xje,-14.964238436180851
jez,-14.964483204264315
xmy,-14.964483204264315
puy,-14.96521786818863
hww,-14.966934185883456
prv,-14.967179614771668
cij,-14.96767065332806
hks,-14.96791626305544
ihc,-14.968161933121777
bfs,-14.968407663556729
baq,-14.968653454389969
hzh,-14.968899305651194
rfn,-14.968899305651194
jva,-14.969391189576507
mfp,-14.969883315570693
djh,-14.970129469418088
rvd,-14.970129469418088
ejl,-14.97037568387212
sqk,-14.97037568387212
uuk,-14.97037568387212
ecx,-14.971114691172659
gwu,-14.971854245008906
iym,-14.97234758493011
mwp,-14.97234758493011
fqa,-14.974323382065826
evk,-14.974817941917648
ykg,-14.975312746479945
zsl,-14.975560240603222
puw,-14.97679863085437
vpt,-14.977046493044261
cpb,-14.978286726367072
gpf,-14.978286726367072
nln,-14.978534957719965
snj,-14.978534957719965
tdg,-14.978534957719965
bsq,-14.978783250706964
pmj,-14.978783250706964
rvb,-14.979031605358681
zpi,-14.979031605358681
ktv,-14.979280021705755
xyh,-14.979280021705755
qif,-14.979528499778844
pld,-14.979777039608631
uix,-14.979777039608631
bld,-14.980274304661144
kwu,-14.980274304661144
bbf,-14.980523029945353
lhp,-14.981269577199136
mhp,-14.982016682202135
hhm,-14.982265841291502
xul,-14.983512568793719
pln,-14.98426135205596
njl,-14.984760852565845
prg,-14.98501069641474
tqp,-14.985510571456391
rhw,-14.9857606027116
mks,-14.986010696498074
nuj,-14.986010696498074
dkc,-14.986260852847096
bvo,-14.986511071789975
uvd,-14.987011697582659
hmn,-14.987763106509686
vja,-14.987763106509686
ocv,-14.98801370167451
bhr,-14.988264359653012
wbs,-14.98951859285393
cvg,-14.989769628376775
guh,-14.989769628376775
pzo,-14.992031788446656
qon,-14.992031788446656
jrr,-14.99228345574382
cji,-14.992535186393356
plw,-14.992535186393356
wkh,-14.993290758775354
uhw,-14.993794791044088
ozp,-14.99429907748947
spx,-14.99429907748947
gtd,-14.995308413936502
szy,-14.995308413936502
aqm,-14.996066085395908
tcj,-14.997077207827857
gdb,-14.99758315269066
izf,-14.998089353663252
jsm,-14.998342550271769
oqa,-14.998342550271769
fqi,-14.998595811005046
wcb,-14.998595811005046
qun,-14.999102524975859
yrw,-14.999609495835893
pgf,-14.999863077680791
ddk,-15.000370434363415
xyd,-15.000624209266439
swg,-15.002656730291362
mtg,-15.002911086136558
tqw,-15.002911086136558
tmv,-15.003165506695112
dnj,-15.004183836722012
vgi,-15.004693390873165
dnw,-15.004948265348867
jke,-15.004948265348867
aiq,-15.005203204802127
djb,-15.005203204802127
lfq,-15.005203204802127
vby,-15.005203204802127
jue,-15.005968413358787
nlh,-15.006223613053933
tnn,-15.006989603133515
fxm,-15.007500589348007
yxt,-15.007500589348007
mlk,-15.008011836802904
mgg,-15.009291100121795
nhf,-15.009803264025436
hdg,-15.010572002051763
rvf,-15.011084822575821
wwu,-15.011341331490913
uzs,-15.01159790621971
lrm,-15.012368025626273
bwr,-15.012624863947963
htx,-15.012624863947963
lkk,-15.012624863947963
uzc,-15.012624863947963
rhl,-15.013138738573865
rxw,-15.014167280706195
bdy,-15.014424581621034
izn,-15.015196881826752
mkt,-15.015196881826752
uhh,-15.015196881826752
zaj,-15.017001238547762
txv,-15.017259269770971
doq,-15.017517367591477
zih,-15.01803376316195
tlh,-15.018292060980771
wcp,-15.019325919951122
tfh,-15.019584551790143
mhl,-15.019843250536896
rjd,-15.019843250536896
gbv,-15.02010201622601
ykw,-15.02010201622601
cws,-15.020360848892137
hvu,-15.020360848892137
rzw,-15.02061974856996
woz,-15.02061974856996
mkl,-15.021137749099543
tvy,-15.021137749099543
bhd,-15.022174555827982
nlv,-15.022433925560989
yfd,-15.022693362584107
yhs,-15.023991558274673
puu,-15.024511308806124
jvi,-15.024771285409694
tjc,-15.026593016557621
ovj,-15.02737477555509
pgb,-15.02737477555509
fwy,-15.027635497757062
ptq,-15.027635497757062
dbg,-15.02789628795283
rzc,-15.02789628795283
pkw,-15.028157146177863
muw,-15.02867906685777
mvt,-15.029201260081125
wmm,-15.029201260081125
zug,-15.02998506155822
jfi,-15.030246465297783
nyz,-15.030246465297783
lvr,-15.030507937387126
dln,-15.030769477862005
hgc,-15.031031086758201
zuo,-15.031816324332903
cbg,-15.032864267839862
tjm,-15.032864267839862
gtx,-15.033650946784325
mfd,-15.033650946784325
fcg,-15.033913310684559
gpb,-15.034438245079814
vur,-15.035226163702324
myx,-15.036014703630158
mgn,-15.037067058370793
bnw,-15.037330320186188
gwp,-15.037330320186188
nhg,-15.037330320186188
pfd,-15.037330320186188
iiy,-15.037593651326617
crl,-15.038647669869519
ozl,-15.039438913481947
cuw,-15.03996675725245
mxs,-15.03996675725245
pgh,-15.03996675725245
gpw,-15.040759045686869
fnh,-15.041551962340016
qip,-15.041551962340016
khd,-15.042080922944786
mlv,-15.042080922944786
nlw,-15.043934491594108
hgd,-15.044199567805071
ijm,-15.044729931116363
jci,-15.045260575862166
kfc,-15.045526003866378
hlr,-15.045791502341322
iqb,-15.046057071324425
qkm,-15.046057071324425
svw,-15.046588420964982
tlv,-15.046854201697442
bkn,-15.047120053088083
bmj,-15.047385975174478
blc,-15.047918031585008
dmk,-15.048450371230265
yhm,-15.048450371230265
ywy,-15.048716647360184
xwr,-15.049249412423398
hyq,-15.049515901432304
frg,-15.050049092593962
zij,-15.050315794822506
ozg,-15.050849412764732
mjs,-15.052184704724384
lrf,-15.052451977210273
dxf,-15.05271932114984
sbj,-15.05271932114984
vpp,-15.05271932114984
ypf,-15.05271932114984
huu,-15.053254223542911
pbm,-15.053789412209685
ucp,-15.054057113991501
mvr,-15.05512863833726
pkt,-15.055396698920557
svh,-15.055396698920557
wyi,-15.055664831379598
jsw,-15.05620131207916
tkc,-15.05673808074476
ecq,-15.057543774356223
kgf,-15.057543774356223
jlo,-15.057812483211796
cvp,-15.058081264291227
hxi,-15.058081264291227
dhg,-15.059157111624689
ljm,-15.059157111624689
vmc,-15.05942625440656
mjd,-15.060234117652328
qsf,-15.06050355049782
dhf,-15.061042634068828
nxu,-15.061582008407687
rwu,-15.061582008407687
jfr,-15.063201879172263
sjh,-15.063201879172263
hzr,-15.063472112926103
krc,-15.063472112926103
rhf,-15.063472112926103
sxw,-15.063472112926103
fcv,-15.063742419725966
hxw,-15.063742419725966
wpm,-15.06401279961135
fck,-15.064553778796844
juj,-15.064824378176116
ypg,-15.064824378176116
ozd,-15.065095050799233
wkr,-15.066449513961743
qam,-15.066720626881935
klm,-15.066991813324274
bix,-15.067805814183222
jrn,-15.068077295113353
mhd,-15.070251799911482
yff,-15.070251799911482
wcf,-15.071340828061585
uqi,-15.072431043487093
eqo,-15.073522448779604
dgf,-15.073795486323963
bhb,-15.074068598438183
jte,-15.074068598438183
ajl,-15.074615046539211
rwp,-15.075161793409038
rxl,-15.075161793409038
jrh,-15.075435278984378
npk,-15.075435278984378
fiy,-15.075982474620467
nzr,-15.076256184763137
bng,-15.077077764981881
ygw,-15.077077764981881
gbf,-15.077625860364197
lbg,-15.077625860364197
piy,-15.07817425631981
jcs,-15.07872295317857
uhc,-15.079271951270865
yln,-15.079546563382985
ziu,-15.079546563382985
gxr,-15.081195821590798
hzs,-15.081470962602303
zup,-15.082572284299522
qpe,-15.082847804345349
dwu,-15.083123400323391
emz,-15.083123400323391
flj,-15.083123400323391
whp,-15.08477857311506
huz,-15.085607187994677
txl,-15.086159979606322
zzu,-15.086436490046351
jjo,-15.086989740406246
dkb,-15.087543297021544
ksz,-15.087820190280961
eyz,-15.08837420691563
ezj,-15.08892853065488
jni,-15.08892853065488
pkm,-15.089205807795157
scz,-15.089205807795157
eqb,-15.090315685822517
dxx,-15.090871087114218
qvi,-15.09142679704794
nbg,-15.091704767862796
bgy,-15.091982815966908
pjs,-15.092260941403271
pfm,-15.093095782136329
phj,-15.094488734026136
wdn,-15.094488734026136
hzb,-15.095046458524697
bgs,-15.095325437463599
cld,-15.095883628937761
bmb,-15.096162841559986
wfs,-15.096162841559986
cgh,-15.096721500792393
fhb,-15.096721500792393
axk,-15.097000947489754
wua,-15.097560075265013
fgw,-15.09783975643031
jpi,-15.09783975643031
tlw,-15.09783975643031
hgw,-15.09839935353501
ojp,-15.09839935353501
yvp,-15.09839935353501
qyo,-15.098679269562028
uvu,-15.099239336784734
yjp,-15.099239336784734
cfb,-15.099799717858518
jcp,-15.100360413135332
pvm,-15.100921422967719
ygc,-15.100921422967719
bmm,-15.10176352828064
djw,-15.102044387712343
frl,-15.102325326048225
rjm,-15.102606343332639
rwt,-15.102606343332639
nkq,-15.103168614924623
plb,-15.103449869321077
cbf,-15.104012615537393
cbw,-15.104012615537393
uxn,-15.104012615537393
grr,-15.104294107446359
bff,-15.104575678615332
nvd,-15.104857329088958
wyb,-15.105420868128949
bgm,-15.105702756784797
fgf,-15.105702756784797
bbh,-15.106548899833447
fbn,-15.107395759446515
pmk,-15.107395759446515
vrm,-15.107395759446515
gld,-15.108243336838688
qsp,-15.109374558678777
vnd,-15.109940649834568
zjo,-15.110507061631075
vmu,-15.111073794431737
cfw,-15.111357281322366
uzt,-15.112208224502348
duz,-15.112492033217181
ljr,-15.112775922502268
iqo,-15.113628074236834
swn,-15.113912286260915
hpn,-15.115904035389987
kkk,-15.116188895098507
lbn,-15.116473835975203
tfn,-15.116473835975203
hrg,-15.116758858066346
txd,-15.116758858066346
vpm,-15.11704396141824
yhd,-15.11704396141824
pny,-15.118756290603754
puo,-15.11932771919073
ytl,-15.11932771919073
nxh,-15.119613555979871
fxc,-15.121043966751587
ziv,-15.121043966751587
jej,-15.121330294598925
gtz,-15.122189770371644
rwc,-15.122189770371644
dtj,-15.123336888363795
fwc,-15.123910941192417
ucm,-15.124198091230284
fxe,-15.12448532374698
lnn,-15.12448532374698
lcg,-15.125060036406477
pxi,-15.125060036406477
ihg,-15.125635079550557
uvw,-15.126210453559526
sck,-15.127362195696632
yxb,-15.127362195696632
duq,-15.127650338617514
fgn,-15.128515265873395
tuz,-15.128515265873395
uhf,-15.128803741282868
zcu,-15.128803741282868
gfm,-15.129380941876093
glm,-15.130247367923074
gvr,-15.130247367923074
wyf,-15.130536343506648
pkp,-15.131114545315183
vvo,-15.131693081634472
bht,-15.132561514168426
msz,-15.133430701533014
tnv,-15.133430701533014
cpn,-15.133720598621577
cvr,-15.133720598621577
vrb,-15.134010579774834
rvh,-15.134300645041554
puh,-15.13488102811066
iww,-15.135461748219894
ojc,-15.136333461190974
nmk,-15.136915025615624
rxf,-15.138079170100998
lvl,-15.138370418100727
crv,-15.139244671398433
nwf,-15.139536259095498
xah,-15.139536259095498
mmv,-15.140703460862094
nhk,-15.140995474296787
pnr,-15.140995474296787
vtu,-15.140995474296787
xlr,-15.141287573028233
zut,-15.141287573028233
mkg,-15.142164381501768
pdl,-15.142749347882882
fdf,-15.143041959443128
rmx,-15.143334656649959
xlu,-15.143627439553528
mgy,-15.144213262651713
qic,-15.144213262651713
ioz,-15.14450630294685
qde,-15.14450630294685
pdn,-15.144799429139773
wmd,-15.144799429139773
cbh,-15.145679323609212
ibg,-15.145679323609212
spj,-15.145972793897453
rhh,-15.146559992974806
cvw,-15.147441438602613
pij,-15.148029500954166
xht,-15.148029500954166
xxe,-15.148617909326541
eqe,-15.148912243397834
bfc,-15.149795765764248
fks,-15.150090446774188
txh,-15.150385214646626
dnn,-15.15068006943278
nvn,-15.151270039951367
knd,-15.151565155786473
rjh,-15.152155648865339
yqa,-15.152155648865339
wpd,-15.152451026212043
ylk,-15.152451026212043
xoi,-15.152746490832305
ihn,-15.153337682099894
aqd,-15.154817191172851
zce,-15.154817191172851
viy,-15.155409608251789
aax,-15.156298892436673
auu,-15.156595496324359
fvs,-15.156595496324359
kji,-15.156595496324359
khh,-15.157188968151866
nbv,-15.157188968151866
yuu,-15.157188968151866
nxy,-15.157485836196201
jhi,-15.157782792397345
yhv,-15.158079836807667
cnm,-15.15867419046558
bjr,-15.159268897589858
gfd,-15.159268897589858
kbt,-15.159566383833313
njf,-15.159566383833313
xtk,-15.159566383833313
pkc,-15.15986395860117
fmn,-15.160459373920933
dhn,-15.161651269175264
tkb,-15.161651269175264
cax,-15.16194946509219
muy,-15.162844586739308
qut,-15.164637237353826
yxp,-15.164637237353826
bhm,-15.16493632513832
fuw,-15.166133571614765
vup,-15.166732732807045
hqi,-15.167932133250678
nfw,-15.168232208271686
lxt,-15.16943340961732
qaf,-15.16943340961732
bgp,-15.170034551805546
owx,-15.17063605558308
pkg,-15.17063605558308
jku,-15.173045695303234
kza,-15.173045695303234
iub,-15.17364901357191
jei,-15.173950809258523
whr,-15.173950809258523
zui,-15.173950809258523
hdj,-15.17425269605327
jrd,-15.174856743187311
pwm,-15.174856743187311
fpw,-15.175461155414837
wlg,-15.175461155414837
duu,-15.175763498576625
jrp,-15.175763498576625
whc,-15.176368459272632
yxo,-15.176368459272632
unx,-15.17667107691755
wtf,-15.176973786167629
luu,-15.177579479705226
xeb,-15.177579479705226
hky,-15.178488708438875
whm,-15.179095320529056
rcj,-15.179702300820834
xkn,-15.179702300820834
dvb,-15.180005929182055
prz,-15.18061346261508
bdn,-15.180917367799001
rwd,-15.180917367799001
wyr,-15.181525455382348
brl,-15.1818296378942
rzs,-15.182133912961206
xdx,-15.183047294056825
mff,-15.183351939908382
xsd,-15.183351939908382
ydv,-15.183656678597318
fzu,-15.183961510180229
qir,-15.183961510180229
wrd,-15.18426643471377
ffq,-15.184571452254644
gyq,-15.184876562859603
nzg,-15.184876562859603
wzo,-15.184876562859603
zoy,-15.184876562859603
uaz,-15.186709184020035
bgc,-15.18701494766712
kbc,-15.18701494766712
lgn,-15.18701494766712
aqq,-15.187320804834208
ycv,-15.187320804834208
vrd,-15.188545169847888
clw,-15.188851495474422
dkf,-15.188851495474422
ajf,-15.189157914965099
kjr,-15.189157914965099
trx,-15.189157914965099
dxl,-15.1897710357691
hpg,-15.190077737197665
lxa,-15.190077737197665
vcm,-15.190077737197665
kzu,-15.190998406282185
cgd,-15.19161265691575
pbp,-15.19161265691575
wcw,-15.192534740890718
jmu,-15.194381463483882
mxr,-15.194381463483882
eqd,-15.194689582420228
rjb,-15.194997796323115
wdd,-15.194997796323115
qmo,-15.195923008416871
twm,-15.19654029238709
ixj,-15.196849077320838
ejf,-15.197466933380037
ygt,-15.198703791917433
kws,-15.199013245733921
uxv,-15.199322795341716
yqi,-15.199322795341716
cmn,-15.200252019506458
xpc,-15.200871982328547
tqr,-15.2011821079319
yxm,-15.2011821079319
nxd,-15.201492329742981
qch,-15.20211306222722
zja,-15.202734180259611
vrp,-15.203355684319392
zzz,-15.203666581259561
dbv,-15.203977574886698
gvp,-15.204288665260961
fxb,-15.205845570448561
wvu,-15.206157242572013
fdl,-15.206780878388921
jks,-15.206780878388921
jcc,-15.207404903370168
ohk,-15.207404903370168
nwb,-15.2086541227706
brp,-15.2089666716089
gcw,-15.2089666716089
pnh,-15.211470585280175
cxc,-15.212097544548362
nlf,-15.212724897141083
vdd,-15.213038721088425
ijc,-15.213352643552154
uxg,-15.213352643552154
jbu,-15.213666664594145
dtx,-15.214295002660686
yxs,-15.214609319809275
hvr,-15.214923735784197
ihm,-15.214923735784197
pnm,-15.215238250647616
fhm,-15.215552864461758
zss,-15.215867577288902
izy,-15.216182389191392
ljs,-15.216182389191392
snk,-15.216182389191392
ykp,-15.216497300231627
bnl,-15.216812310472065
fbd,-15.21744262880368
rxh,-15.217757937020071
ihp,-15.218388851867498
rwm,-15.218704458624103
hix,-15.21902016501978
oiz,-15.21902016501978
ynv,-15.21902016501978
gmn,-15.219651876980143
ejk,-15.219967882670874
ywc,-15.219967882670874
qms,-15.22123290497746
sjt,-15.22123290497746
tbg,-15.22123290497746
vbs,-15.221549410756333
iuw,-15.222182723000428
shx,-15.222182723000428
xae,-15.222499529592653
dcz,-15.223133444035435
aql,-15.22376776058065
ypb,-15.225355314494012
giq,-15.225673127940196
nqt,-15.226945392742852
dcj,-15.227263712019772
rxo,-15.227263712019772
txu,-15.229175758491397
wud,-15.229175758491397
ijr,-15.230133154447724
xey,-15.230133154447724
kbs,-15.230452490232013
bqa,-15.23077192802422
grg,-15.23077192802422
hfd,-15.231091467889536
tqs,-15.231091467889536
hkg,-15.231411109893218
rvn,-15.231730854100578
bdv,-15.232370649387917
vyy,-15.232370649387917
uvf,-15.232690700598843
ejv,-15.23301085427534
bdl,-15.235896859164475
xxp,-15.235896859164475
yqw,-15.235896859164475
gkl,-15.236539326260136
xaz,-15.236539326260136
qlt,-15.236860714660782
cuy,-15.237182206385139
yxe,-15.237182206385139
zua,-15.237182206385139
yjs,-15.237503801499665
sjw,-15.238469207849786
ocz,-15.240402821085182
zdr,-15.240402821085182
ytd,-15.241048190581605
iwc,-15.242017026439722
azf,-15.243310269426303
dwm,-15.243633841666627
rjk,-15.243633841666627
hjr,-15.244281300413752
qdi,-15.24460518705626
wyw,-15.24460518705626
bhc,-15.245577476875198
cvm,-15.245577476875198
hzm,-15.245577476875198
slx,-15.246550712961751
gxm,-15.247524897159595
lbj,-15.247849836236377
wwk,-15.247849836236377
iuh,-15.248174880932885
sqs,-15.248825287459878
vwr,-15.249150649427934
vke,-15.249476117290856
afv,-15.250127370977175
szl,-15.250127370977175
udz,-15.250127370977175
bvs,-15.250453156938683
hzc,-15.250453156938683
uws,-15.250453156938683
hfm,-15.250779049071271
tmk,-15.251105047444167
xeq,-15.251105047444167
wwv,-15.25143115212666
kze,-15.25273663534079
sjl,-15.253063272613007
kuj,-15.253390016611993
rxd,-15.253716867407515
aqe,-15.255352725779842
jya,-15.25568021882354
xsf,-15.25568021882354
ldx,-15.256007819154071
msx,-15.256663341956962
zcz,-15.257319294751882
gky,-15.257975678103312
qme,-15.257975678103312
ykt,-15.258304031414422
hkp,-15.258961061661449
vko,-15.258961061661449
lrw,-15.25928973873918
fwp,-15.259618523881054
qbe,-15.259618523881054
yxc,-15.259618523881054
kcb,-15.259947417158152
ykc,-15.260276418641626
brg,-15.260605528402701
qri,-15.261264073042899
iuo,-15.262252703869837
iyr,-15.262252703869837
vlc,-15.262252703869837
wgh,-15.262252703869837
xxw,-15.262252703869837
sqt,-15.262912334500616
ziy,-15.262912334500616
fxx,-15.263242313055004
vuo,-15.263242313055004
xbm,-15.263572400531181
acx,-15.265886068725735
plh,-15.265886068725735
myz,-15.266217030171747
tfg,-15.26687928185158
uzy,-15.26687928185158
ycz,-15.26687928185158
qim,-15.267210572230624
kpc,-15.268205102397133
vns,-15.268205102397133
zti,-15.268205102397133
ocq,-15.268868672428118
cuh,-15.269200622638635
ajy,-15.269532683076685
kls,-15.271527364589112
xsb,-15.271860198674393
lxp,-15.27219314357509
nxn,-15.27219314357509
tjd,-15.27219314357509
